Unnamed: 0,review,score,thumbsUpCount,reviewCreatedVersion,replyContent,timeToReply
9646,"This app is a complete waste of time.",0,0,32.0,"We're sorry to hear that. If you have any specific issues or concerns, please let us know so we can try to help. Thanks~Mawar",0 days 11:15:00
9647,"I'm not sure why some features are not available.",1,0,32.0,"Can you please provide more information about the features you are trying to access? We'll do our best to help you. Thanks~Yuka",0 days 08:42:00
9648,"The app is not user-friendly.",2,0,33.0,"Sorry to hear that. We're constantly working to improve the app's user experience. If you have any specific feedback or suggestions, please let us know. Thanks~Belin",0 days 01:59:00
9649,"Slow loading time, very frustrating",1,0,33.0,"Thanks for your patience. We're sorry for the inconvenience. Please try again later.",0 days 01:45:00
9650,"Unresponsive customer support, very disappointing",1,0,33.0,"We apologize for the trouble. Please provide more details about the issue and we'll try to assist you.",0 days 02:25:00
9651,"Too many ads, very annoying",2,0,33.0,"We understand your frustration. We'll consider your feedback and try to reduce the ads.",0 days 01:10:00
9652,"Inconsistent performance, sometimes it works, sometimes not",2,0,32.0,"We apologize for the inconvenience. Please try restarting the app and see if it resolves the issue.",0 days 03:45:00
9653,"Lack of features, very basic",3,0,33.0,"We appreciate your feedback. We're constantly working to improve the app and add new features.",0 days 02:00:00
9654,"Slow to respond to customer support",0,0,32.0,"We apologize for the delay. Please provide more details about the issue and we'll try to assist you.",0 days 01:35:00
9655,"It's frustrating to keep getting error messages when trying to log in.",1,0,33.0,"We're sorry for the inconvenience. Please try restarting the app and check your network connection.",0 days 12:00:00
9656,"The app is hard to navigate, and it takes too long to load.",2,0,33.0,"Sorry for the trouble. We're working on improving the app's performance. Please check back later.",0 days 14:00:00
9657,"I'm having trouble finding the features I need. Can someone help me?",3,0,33.0,"Sorry for the inconvenience. Our customer service is available to assist you. Please contact us at 08121214017.",0 days 16:00:00
9658,"I'm stuck on the login page and can't get in. Help!",1,0,33.0,"Sorry for the trouble. Please try restarting the app and check your login credentials.",0 days 18:00:00
9659,"The app is slow and keeps freezing on me. Frustrating!",2,0,33.0,"Sorry for the inconvenience. We're working on improving the app's performance. Please check back later.",0 days 20:00:00
9660,"I'm having trouble finding the right buttons to click. Can someone help me?",3,0,33.0,"Sorry for the trouble. Our customer service is available to assist you. Please contact us at 08121214017.",0 days 22:00:00
9661,"Still having trouble with registration, hope it gets better soon.",1,0,33.0,"If the issue persists, please contact our customer support team.",0 days 00:00:00
9662,"Simplifying transactions is good, but sometimes it crashes.",2,0,32.0,"Please try restarting the app and check if the issue resolves.",0 days 00:00:00
9663,"BankApp is okay, but some features are not user-friendly.",3,0,33.0,"We appreciate your feedback and will consider improving the user interface.",0 days 00:00:00
9664,"Still having issues with video upload, please help.",1,0,33.0,"Please check your internet connection and try uploading again.",0 days 00:00:00
9665,"BankApp is slow and takes time to load.",2,0,32.0,"Please try closing and reopening the app, and check your internet speed.",0 days 00:00:00
9666,"Good app, but sometimes it doesn't recognize my face.",3,0,33.0,"Please ensure that your face is well-lit and try again.",0 days 00:00:00
9691,"Terrible experience with BANKApp, constantly having issues with login",1,0,33.0,"We apologize for the inconvenience. Please try restarting the app and ensure your internet connection is stable. If the issue persists, please report it to our support team at BANKApp@BANK.co.id. Thanks~Mawar",0 days 00:00
9692,"BANKApp is not user-friendly, it's complicated to navigate",2,0,32.0,"We apologize for the frustration. Please try our tutorial video on YouTube to get familiar with the app. If you still encounter issues, please provide more details at BANKApp@BANK.co.id. Thanks~Lily",0 days 00:00
9693,"The BANKApp app is slow and takes a long time to load",3,0,33.0,"We apologize for the inconvenience. Please ensure your device's operating system and browser are updated. If the issue persists, please try restarting your device and report it to our support team at BANKApp@BANK.co.id. Thanks~Asri",0 days 00:00
9694,"Disappointed with the lack of features in BANKApp",0,0,32.0,"We apologize for not meeting your expectations. We will take your feedback into consideration for future updates. Please provide more details on the features you would like to see added to the app at BANKApp@BANK.co.id. Thanks~Diva",0 days 00:00
9695,"BANKApp is not suitable for my needs, it's too complicated",1,0,33.0,"We apologize for the frustration. Please try our simplified version of the app, which is designed for users with limited technical expertise. If you still encounter issues, please provide more details at BANKApp@BANK.co.id. Thanks~Belin",0 days 00:00
9696,"BANKApp is not secure, I'm worried about my data",2,0,32.0,"We apologize for your concern. Our app uses advanced security measures to protect your data. Please review our privacy policy at BANKApp@BANK.co.id to learn more. If you still have concerns, please contact our support team. Thanks~Oscar",0 days 00:00
9703,"Unhelpful and confusing.",1,0,32.0,"We're sorry for the inconvenience caused. Please provide the issue details via WhatsApp at 0812 12 14017 or email BANKApp@BANK.co.id.",0 days 03:12:00
9704,"Frustrating experience.",2,0,33.0,"We apologize for the issues you've encountered. For further assistance, please send the problem details to BANKApp@BANK.co.id.",0 days 14:45:00
9705,"Disappointing service.",3,0,33.0,"Thank you for your feedback. We're working to improve the BANKApp app. If you have any further issues, please email BANKApp@BANK.co.id.",0 days 09:35:00
9706,"Poorly designed.",0,0,32.0,"We're sorry for any inconvenience caused. Please provide the issue details via WhatsApp at 0812 12 14017 or email BANKApp@BANK.co.id.",0 days 01:21:00
9707,"Frequent errors.",1,0,33.0,"We apologize for the issues you've encountered. For further assistance, please send the problem details to BANKApp@BANK.co.id.",0 days 16:50:00
9708,"Unreliable service.",2,0,33.0,"We're sorry for the trouble you've experienced. Please ensure your internet connection is stable. If issues persist, kindly report them via Email to BANKApp@BANK.co.id.",0 days 03:18:00
9709,"Simplicity and ease of use is missing.",1,0,33.0,"We apologize for the inconvenience. Please try again and ensure your internet connection is stable. Thanks~Mawar",0 days 14:20:00
9710,"Not user-friendly.",2,0,33.0,"We're sorry for the issues. To assist, please email the problem details to BANKApp@BANK.co.id. If everything is fine, we'd appreciate a 5-star rating from you. Thanks~Asri",0 days 11:15:00
9711,"It's okay, but...",2,0,33.0,"We appreciate your feedback. To help us improve, please provide more details about the issues you encountered. Thanks, Lily",0 days 18:45:00
9712,"Easy to use, but...",3,0,33.0,"Thank you for your review. We're glad to hear it's easy to use. If you have any issues, please don't hesitate to contact us. Thanks, Mawar",0 days 03:20:00
9713,"Very helpful.",4,0,33.0,"Thank you for your positive feedback! We're glad you found the app helpful. If you have any more issues, please don't hesitate to contact us. Thanks, Una",0 days 12:10:00
9714,"Not user-friendly and hard to navigate.",1,0,33.0,"We apologize for the inconvenience. To assist, please email the problem details to BANKApp@BANK.co.id. If everything is fine, we'd appreciate a 5-star rating from you. Thanks~Asri",0 days 14:25:00
9715,"Simpler transaction experience needed, but the app is still quite complicated.",2,0,32.0,"We appreciate your feedback and will take it into consideration for future improvements. Thanks, Mawar",0 days 04:00:00
9716,"BANKApp app is useful, but sometimes it takes a while to load.",2,0,33.0,"Thank you for your review. We'll do our best to optimize the app's performance. Thanks, Arum",0 days 03:00:00
9717,"The app is okay, but it's not as user-friendly as I expected.",2,0,32.0,"Hello BANK friend, we appreciate your feedback and will strive to improve the user experience. Thanks, Shima",0 days 01:00:00
9718,"I'm disappointed with the app's performance, it's slow and crashes frequently.",1,0,29.0,"We apologize for the inconvenience and will investigate the issue. Thank you for your patience, Asri",0 days 02:00:00
9719,"The app is not user-friendly, it's hard to navigate and find what I need.",1,0,29.0,"We appreciate your feedback and will work on improving the app's usability. Thanks, Belin",0 days 03:00:00
9720,"I'm not satisfied with the app's features, it's not what I expected.",1,0,29.0,"We apologize for not meeting your expectations. We'll consider adding new features to improve the app. Thanks, Rido",0 days 01:00:00
9721,"Aplikasi ini tidak berguna, sulit digunakan",1,0,33.0,"Kami mohon maaf atas kesulitan yang Anda alami. Silakan hubungi kami melalui WhatsApp 08121214017 atau email BANKApp@BANK.co.id untuk mendapatkan bantuan lebih lanjut.",0 days 00:00:00
9722,"Tidak dapat melakukan transaksi, aplikasi selalu error",2,0,33.0,"Kami berusaha untuk memperbaiki masalah tersebut. Silakan coba lagi dan pastikan Anda menggunakan versi terbaru aplikasi BANKApp.",0 days 00:00:00
9723,"Aplikasi ini sangat membantu, tapi kadang-kadang error",3,0,33.0,"Kami bersyukur atas kesetiaan Anda. Kami akan terus memperbaiki aplikasi untuk memberikan pengalaman yang lebih baik.",0 days 00:00:00
9724,"Aplikasi BANKApp sangat bagus, tapi tidak ada fitur untuk",4,0,33.0,"Kami berterima kasih atas penghargaaan Anda. Kami akan terus meningkatkan fitur-fitur aplikasi untuk memberikan pengalaman yang lebih baik.",0 days 00:00:00
9725,"Tidak dapat mendaftar, aplikasi selalu tidak responsif",1,0,33.0,"Kami mohon maaf atas kesulitan yang Anda alami. Silakan hubungi kami melalui WhatsApp 08121214017 atau email BANKApp@BANK.co.id untuk mendapatkan bantuan lebih lanjut.",0 days 00:00:00
9726,"Tidak dapat melakukan login, aplikasi selalu error",2,0,33.0,"Kami berusaha untuk memperbaiki masalah tersebut. Silakan coba lagi dan pastikan Anda menggunakan versi terbaru aplikasi BANKApp.",0 days 00:00:00
9727,"Cannot access my account after updating the app. Always getting an error message.",1,0,32.0,"We apologize for the inconvenience. Please send the error details to BANKApp@BANK.co.id for further assistance.",0 days 05:00:00
9728,"Withdrawal process is slow and often fails. Need to improve the app's stability.",2,0,33.0,"We apologize for the trouble. Kindly provide the transaction details through WhatsApp at 08121214017 or email BANKApp@BANK.co.id for further action.",0 days 08:00:00
9729,"App's user interface is not user-friendly and often crashes. Need to simplify the design.",3,0,33.0,"We appreciate your feedback. Please send the error details to BANKApp@BANK.co.id for further assistance and improvement.",0 days 11:00:00
9730,"App does not work properly on my phone. Always getting an error message.",0,0,32.0,"We apologize for the inconvenience. Please try restarting your phone or sending the error details to BANKApp@BANK.co.id for further assistance.",0 days 14:00:00
9731,"App is slow and often freezes. Need to improve the performance.",4,0,33.0,"We appreciate your feedback. We will look into improving the app's performance. If you have any further issues, please send the details to BANKApp@BANK.co.id.",0 days 17:00:00
9732,"Cannot register on the app. Always getting an error message.",1,0,32.0,"We apologize for the trouble. Please try again later or send the error details to BANKApp@BANK.co.id for further assistance.",0 days 20:00:00
9733,"Tidak ada perubahan signifikan dalam aplikasi ini. Cukup sulit digunakan.",1,0,32.0," ",0 days 03:00:00
9734,"Aplikasi ini tidak dapat digunakan secara efektif. Kualitas video yang buruk membuat saya kesulitan dalam verifikasi.",1,0,33.0," ",0 days 02:15:00
9735,"Aplikasi perlu diperbaiki. Saya tidak dapat menggunakan fitur-fitur yang tersedia.",2,0,32.0," ",0 days 04:30:00
9736,"Aplikasi ini agak sulit digunakan. Saya harus mencoba beberapa kali sebelum berhasil.",2,0,33.0," ",0 days 05:45:00
9737,"Aplikasi perlu diperbaiki. Saya tidak dapat menggunakan aplikasi ini secara efektif.",3,0,32.0," ",0 days 07:00:00
9738,"Aplikasi ini memiliki beberapa fitur yang berguna. Namun, saya masih mengalami beberapa kesulitan.",3,0,33.0," ",0 days 08:15:00
9739,"Simplicity is the key to a great app, but this one is quite complicated.",1,0,33.0,"We apologize for the inconvenience. Please provide more detailed information about the issues you're experiencing. Thanks~Fadi",0 days 00:57:00
9740,"It's okay, but it's not the best app I've ever used.",2,0,33.0,"We appreciate your feedback. If you need help with anything, please reach out to us. Thanks~Belin",0 days 09:46:00
9741,"The app is improving, but still has some issues.",3,0,33.0,"Thank you for your continued feedback. We're working hard to resolve the issues. Thanks~Lily",0 days 14:36:00
9742,"This app is not bad, but it's not perfect.",1,0,32.0,"We apologize for the inconvenience. Please provide more detailed information about the issues you're experiencing. Thanks~Riyo",1 days 01:01:00
9743,"The app is okay, but I've had some issues.",2,0,33.0,"We appreciate your feedback. If you need help with anything, please reach out to us. Thanks~Dio",0 days 11:23:00
9744,"I like the app, but there are some things that need improvement.",3,0,33.0,"Thank you for your feedback. We're working hard to resolve the issues. Thanks~Tedi",0 days 00:39:00
9745,"I'm really disappointed with the lack of options for transaction limits.",1,0,33.0,"Sorry to hear that, we're working to improve this feature. Please try again and let us know if the issue persists. Thanks, Mawar",0 days 01:30:00
9746,"The app is quite slow and sometimes crashes.",2,0,32.0,"We're sorry for the inconvenience. Please ensure you have the latest version of the app and restart your device. If the issue persists, email us at BANKApp@BANK.co.id. Thanks, Ulfa",0 days 12:45:00
9747,"I love how easy it is to transfer money using the app!",3,0,33.0,"Thank you for your kind words! We're glad you're enjoying the app. If you have any suggestions for future improvements, please share them with us. Thanks, Sora",0 days 02:15:00
9748,"I'm having trouble accessing my account due to a password issue.",1,0,33.0,"Sorry to hear that. Please try resetting your password using the forgot password option on the main page. If you still encounter issues, email us at BANKApp@BANK.co.id. Thanks, Heru",0 days 17:00:00
9749,"The app is really helpful for tracking my transactions.",2,0,32.0,"Thank you for your feedback! We're glad you're finding the app useful. If you have any suggestions for improving the transaction tracking feature, please let us know. Thanks, Rida",0 days 10:30:00
9750,"I'm impressed with the app's customer service.",3,0,33.0,"Thank you for your kind words! We're committed to providing excellent customer service. If you have any further feedback or suggestions, please don't hesitate to share them with us. Thanks, Satria",0 days 00:45:00
9751,"Sulitnya",1,0,32.0,"We apologize for the inconvenience. Please ensure you have the latest version of the BANKApp app and that your internet connection is stable.",0 days 05:15:00
9752,"Gak ada menu lupa password",2,0,33.0,"We suggest resetting your password via the BANKApp app by selecting the "Forgot Username/Password" option.",0 days 08:42:00
9753,"Pernah coba, tapi gagal",3,0,32.0,"Hello Friend BANK, kindly provide full information through WhatsApp at 0812 12 14017 or via email at BANKApp@BANK.co.id for verification and further action.",0 days 10:35:00
9754,"Saya sudah lupa password",0,0,28.0,"We apologize for the inconvenience. Please ensure you have the latest version of the BANKApp app and that your internet connection is stable.",0 days 14:50:00
9755,"Bisa, tapi agak sulit",2,0,33.0,"We suggest resetting your password via the BANKApp app by selecting the "Forgot Username/Password" option.",0 days 16:21:00
9756,"Gak ada menu lupa sidik jari",1,0,33.0,"We apologize for the inconvenience. Please ensure you have the latest version of the BANKApp app and that your internet connection is stable.",0 days 18:49:00
9757,"I'm frustrated with the constant errors and lack of support.",1,0,32.0,"We apologize for the inconvenience. Please provide more details so we can assist you better.",0 days 02:15:00
9758,"It's disappointing to see that the app still has issues with login.",2,0,33.0,"We're working hard to resolve the issue. Please try restarting the app and check if it works.",0 days 03:45:00
9759,"The app's performance is slow and sometimes crashes.",3,0,32.0,"We're sorry for the inconvenience. Our team is working to improve the app's performance.",0 days 01:12:00
9760,"I'm not satisfied with the lack of features and functionality.",1,0,30.0,"We appreciate your feedback. We're working on adding more features to the app.",0 days 14:21:00
9761,"The app's UI is cluttered and difficult to navigate.",2,0,31.0,"We apologize for the inconvenience. We're working on improving the app's UI.",0 days 08:30:00
9762,"I'm having trouble with the app's functionality.",3,0,33.0,"We're sorry for the inconvenience. Please provide more details so we can assist you better.",0 days 04:45:00
9763,"I was disappointed with the slow loading speed of the app.",1,0,33.0,"We apologize for the inconvenience. Try restarting the app and check your internet connection. If the issue persists, please contact our support team.",0 days 12:00:00
9764,"The registration process was frustratingly long and complex.",2,0,33.0,"We apologize for the difficulty. Ensure you have a stable internet connection and try restarting the app. If the issue persists, please provide detailed information about the problem.",0 days 15:00:00
9765,"I encountered issues with the face verification process.",3,0,33.0,"We apologize for the inconvenience. Ensure the video quality is optimal and try restarting the app. If the issue persists, please contact our support team.",0 days 18:00:00
9766,"I'm not satisfied with the overall user experience.",0,0,33.0,"We apologize for the disappointment. Please provide feedback on what you would like to see improved in our app.",0 days 21:00:00
9767,"The app is quite user-friendly, but sometimes it crashes.",4,0,33.0,"Thank you for your feedback. We're glad you find the app user-friendly. We'll continue to work on improving its stability.",0 days 11:00:00
9768,"I'm still having trouble with the registration process.",1,0,33.0,"We apologize for the inconvenience. Please try restarting the app and ensure your internet connection is stable. If the issue persists, please provide detailed information about the problem.",0 days 14:00:00
9769,"It's difficult to log in because of a poor internet connection, even though I have a strong network signal.",1,0,32.0,"If you're facing issues, please send the details to BANK's official WhatsApp number 08121214017 or email BANKApp@BANK.co.id. If everything is fine, we would appreciate a 5-star rating. Thanks~Lily",0 days 10:45:00
9770,"I tried to register for a BANKApp account, but the facial recognition failed due to a bad light condition.",2,0,32.0,"Ensure that the lighting is neither too intense nor too dim, the picture is sharp (not fuzzy), and the background color is uniform. If everything is in order, we anticipate a 5-star rating from your companion. Thanks~Mawar",0 days 15:23:00
9771,"I encountered issues with video recording during the registration process due to poor sound quality.",3,0,33.0,"For further assistance, kindly email the details of the issue to BANKApp@BANK.co.id. If everything is fine, we would appreciate a 5-star rating from you. Thanks~Una",0 days 05:10:00
9772,"It's frustrating that the BANKApp app is not responding properly due to a network error.",1,0,33.0,"For assistance, please share the details of the issue via WhatsApp at 0812 12 14017 or email BANKApp@BANK.co.id. If everything is fine, please give us a 5-star rating. Thanks, Diva.",0 days 02:15:00
9773,"I tried to make a transaction, but the OTP message didn't arrive despite having sufficient credit and an active number.",2,0,32.0,"Kindly try logging in once more, ensuring that the capitalization in your Username and Password is accurate. If everything goes well, we would appreciate a 5-star rating from you. Thanks~Dio",0 days 20:15:00
9774,"I'm having trouble with the facial recognition feature due to poor camera quality.",0,0,33.0,"Please ensure that the camera is clear and focused. If you still encounter issues, please share the details through BANK's official WhatsApp at 08121214017 or via Email at BANKApp@BANK.co.id. If you can use BANKApp without any problems, we would appreciate a 5-star rating. Thanks~Lily",0 days 11:45:00
9775,"Simplifying transactions, but still has some issues",1,0,33.0,"We apologize for the inconvenience. Kindly provide the specific issue details via email to BANKApp@BANK.co.id.",0 days 04:30:00
9776,"Difficulty in accessing account balance",2,0,32.0,"Please ensure your mobile number is registered correctly and try accessing your account balance again. If the issue persists, please email the details to BANKApp@BANK.co.id.",0 days 01:20:00
9777,"Unstable connection causes frequent errors",3,0,33.0,"We're sorry for the inconvenience. Please check your internet connection and try again. If the issue persists, kindly email the details to BANKApp@BANK.co.id.",0 days 02:10:00
9778,"Frequent updates cause app crashes",1,0,32.0,"We apologize for the inconvenience. Please try updating the app again and restart your device. If the issue persists, please email the details to BANKApp@BANK.co.id.",0 days 03:00:00
9779,"Slow loading times affect user experience",2,0,33.0,"We're sorry for the inconvenience. Please ensure your device meets the minimum system requirements and try accessing the app again. If the issue persists, kindly email the details to BANKApp@BANK.co.id.",0 days 04:15:00
9780,"Unable to register due to incorrect information",3,0,32.0,"We apologize for the inconvenience. Please review and correct the registration information and try again. If the issue persists, please email the details to BANKApp@BANK.co.id.",0 days 01:45:00
9787,"My experience with this app has been very disappointing. The registration process was lengthy and tedious.",1,0,33.0,"We apologize for the inconvenience. Please try again and ensure your internet connection is stable. If you still encounter issues, email us at BANKApp@BANK.co.id. Thanks~Najwa",0 days 14:30:00
9788,"I'm not satisfied with the app's performance. It often crashes and freezes, making it difficult to use.",2,0,32.0,"Sorry for the trouble. Please try restarting the app and check for any updates. If the issue persists, kindly provide the details through BANK's official WhatsApp at 08121214017. Thanks~Belin",0 days 10:45:00
9789,"The app's user interface is not user-friendly. It's hard to navigate and find the features I need.",3,0,33.0,"We appreciate your feedback. We're constantly improving the app to make it more user-friendly. If you have any specific suggestions, please email us at BANKApp@BANK.co.id. Thanks~Riyo",0 days 04:21:00
9790,"I'm having trouble accessing my account. The app keeps saying that my password is incorrect.",1,0,32.0,"Sorry for the inconvenience. Please try resetting your password and ensure it matches the one in your account records. If you still encounter issues, kindly provide the details through BANK's official WhatsApp at 08121214017. Thanks~Diva",0 days 18:42:00
9791,"I'm not impressed with the app's security features. I'm worried about my personal data being compromised.",2,0,33.0,"We take the security of our customers' data seriously. Please be assured that our app has robust security measures in place to protect your information. If you have any concerns, please email us at BANKApp@BANK.co.id. Thanks~Satria",0 days 03:15:00
9792,"The app's customer support is poor. It takes a long time to get a response, and the responses are often unhelpful.",3,0,33.0,"Sorry for the inconvenience. We're constantly working to improve our customer support. If you have any issues, please try contacting us through multiple channels, and we'll do our best to resolve them. Thanks~Bevi",0 days 12:56:00
9793,"Simplifying transactions is not easy",1,0,9.0,"Sorry for the trouble. I hope the BANKApp app becomes more user-friendly soon.",0 days 15:42:00
9794,"Confusing menu options",2,0,32.0,"I'm still having trouble finding the right menu option to complete my transaction.",0 days 02:10:00
9795,"Banking process is slow",3,0,33.0,"I'm not satisfied with the speed of the banking process. It takes too long to complete a transaction.",0 days 11:55:00
9796,"No issues with transactions",4,0,9.0,"I've had no issues with transactions using the BANKApp app.",0 days 00:25:00
9797,"Difficulty with login",1,0,25.0,"I'm having trouble logging in to the app. The password keeps getting rejected.",0 days 18:11:00
9798,"Limited features",2,0,32.0,"I wish the app had more features to make transactions easier.",0 days 04:22:00
9805,"It's hard to understand how to use the BANKApp app.",1,0,33.0,"We apologize for the inconvenience. Please visit our website for a step-by-step guide on how to use the app.",0 days 01:10:00
9806,"Difficult to navigate through the app's menu.",2,0,32.0,"We appreciate your feedback. Our team will review the menu and make necessary improvements.",0 days 03:15:00
9807,"The app crashes frequently when I try to perform transactions.",3,0,33.0,"Sorry to hear that. Please try restarting the app or contacting our customer support for assistance.",0 days 02:20:00
9808,"I'm having trouble finding the 'forgot password' option.",4,0,33.0,"Thank you for reaching out. Our support team will be happy to help you with that.",0 days 00:45:00
9809,"The app takes too long to load.",1,0,32.0,"We apologize for the delay. Please try closing and reopening the app or checking your internet connection.",0 days 05:00:00
9810,"I'm having trouble uploading my ID card.",2,0,33.0,"Sorry to hear that. Please try restarting the app or checking your device's camera settings.",0 days 03:40:00
9811,""Unable to log in due to password issues, would appreciate assistance."",1,0,32.0,"Please try again periodically and ensure your internet connection is stable and that you have the latest BANKApp application version. If you encounter no issues, we would appreciate a 5-star rating from you. Thanks~Najwa",0 days 02:45:00
9812,"The application's interface is user-friendly, but there are some features that are not accessible on the mobile app.",2,0,33.0,"We're glad you find the interface user-friendly. For further assistance, kindly send a detailed message through BANK's official WhatsApp 08121214017 or Email BANKApp@BANK.co.id. If everything has been fine, we would appreciate a 5-star rating from you. Thanks~Erza",0 days 05:11:00
9813,"Overall, the app is good, but the loading time is slow sometimes.",3,0,33.0,"We're sorry for the inconvenience caused. To improve the loading time, kindly ensure your internet connection is stable and that you are using the latest version of the BANKApp app. If everything works well for you, we would appreciate a 5-star rating from your end. Thanks~Fadi",0 days 13:42:00
9814,"BANKApp is very helpful for transactions, but sometimes the OTP code is not sent.",1,0,33.0,"We apologize for any inconvenience caused. The OTP code will be sent to your registered mobile number. If you encounter any issues, kindly send your details via WhatsApp to 08121214017 or email us at BANKApp@BANK.co.id for verification and assistance. If everything is smooth, we would appreciate a 5-star rating from your end. Thanks~Dio",0 days 04:58:00
9815,"The app is user-friendly and easy to navigate, but I encountered an error while trying to create an account.",2,0,33.0,"We're sorry for the trouble you've faced. To resolve the issue, kindly email the specifics of the problem to BANKApp@BANK.co.id. If everything is fine, we would appreciate a 5-star rating from you. Thanks~Lena",0 days 08:33:00
9816,"The app is very helpful for transactions, but sometimes the loading time is slow.",4,0,33.0,"We're glad you find the app helpful. To improve the loading time, kindly ensure your internet connection is stable and that you are using the latest version of the BANKApp app. If everything works well for you, we would appreciate a 5-star rating from your end. Thanks~Mawar",0 days 14:45:00
9817,"Need more features for easy transactions",1,0,33.0,"Thank you for trying BANKApp, we appreciate your feedback. We hope to improve the app to make transactions even more convenient for you. Thanks, Asri",0 days 09:12:00
9818,"Difficult to navigate through the app",2,0,33.0,"We apologize for the inconvenience. Please ensure your app is updated to the latest version and that your internet connection is stable. If everything is working fine, we'd appreciate a 5-star rating from you. Thanks, Rida",0 days 08:54:00
9819,"App not working properly on my phone",2,0,33.0,"Sorry to hear that. Please try restarting your app and checking your internet connection. If the issue persists, kindly email the problem details to BANKApp@BANK.co.id. If everything is fine, we'd appreciate a 5-star rating from you. Thanks, Mawar",0 days 07:41:00
9820,"Not user-friendly for new users",3,0,33.0,"We appreciate your feedback. We're working to improve the app's user experience. If you have any suggestions, please email them to BANKApp@BANK.co.id. If everything is working well, we'd appreciate a 5-star rating from you. Thanks, Satria",0 days 09:49:00
9821,"Sometimes the app takes a long time to load",3,0,33.0,"Sorry to hear that. We're working to optimize the app's performance. If you experience any issues, please email the problem details to BANKApp@BANK.co.id. If everything is fine, we'd appreciate a 5-star rating from you. Thanks, Johan",0 days 10:16:00
9822,"Don't like the new update",1,0,33.0,"Sorry to hear that. We appreciate your feedback and will take it into consideration for future updates. If everything is fine, we'd appreciate a 5-star rating from you. Thanks, Galih",0 days 08:26:00
9823,"I'm having trouble with the login process, it's quite frustrating.",1,0,32.0,"We apologize for the inconvenience. Please try restarting the app and see if it resolves the issue. If not, please contact our support team.",0 days 14:22:00
9824,"The app is easy to use, but I'm having trouble finding some features.",2,0,33.0,"Thank you for your feedback. We'll make sure to improve the app's navigation. If you need help finding a specific feature, feel free to ask our support team.",0 days 09:56:00
9825,"The app is generally good, but sometimes it crashes when I try to make a transaction.",3,0,33.0,"Sorry to hear that. Please try restarting the app and see if it resolves the issue. If not, please contact our support team and we'll help you troubleshoot.",0 days 03:41:00
9826,"I'm very disappointed with the app's customer service, it's not helpful at all.",1,0,32.0,"We apologize for the poor experience. We'll make sure to improve our customer service. If you'd like to provide more feedback, please contact our support team.",0 days 19:45:00
9827,"The app is good, but sometimes it takes a while to load.",2,0,33.0,"Thank you for your feedback. We're working on improving the app's loading speed. In the meantime, please try restarting the app and see if it resolves the issue.",0 days 12:15:00
9828,"The app is easy to use, but I'm having trouble with the verification process.",3,0,33.0,"Sorry to hear that. Please try restarting the app and see if it resolves the issue. If not, please contact our support team and we'll help you troubleshoot.",0 days 08:59:00
9829,"I'm having trouble logging in to my account.",1,0,33.0,"Please ensure you're using the correct login credentials and try again. If the issue persists, kindly contact our customer support team.",0 days 00:00:00
9830,"It's taking too long to load the app.",2,0,33.0,"We apologize for the inconvenience. Please try closing and reopening the app, and if the issue persists, please contact our customer support team.",0 days 00:00:00
9831,"I'm getting an error message when trying to transfer money.",3,0,33.0,"We apologize for the inconvenience. Please try restarting the app and try the transaction again. If the issue persists, please contact our customer support team.",0 days 00:00:00
9832,"I'm having trouble finding the feature I need.",0,0,33.0,"We apologize for the inconvenience. Please try searching for the feature in the app or contact our customer support team for assistance.",0 days 00:00:00
9833,"I'm experiencing issues with the app's performance.",1,0,33.0,"We apologize for the inconvenience. Please try restarting the app and check if the issue persists. If so, please contact our customer support team.",0 days 00:00:00
9834,"I'm having trouble accessing my account.",2,0,33.0,"We apologize for the inconvenience. Please try resetting your password and try accessing your account again. If the issue persists, please contact our customer support team.",0 days 00:00:00
9835,"Sulit",1,0,32.0,"Sorry for the inconvenience, I'll try again.",0 days 00:00:00
9836,"Tidak memuaskan",2,0,33.0,"It's not meeting my expectations, please improve.",0 days 00:00:00
9837,"Cukup membantu",3,0,32.0,"It's helpful, but there's room for improvement.",0 days 00:00:00
9838,"Tidak recommended",1,0,31.0,"I won't recommend this app to others.",0 days 00:00:00
9839,"Membantu sedikit",2,0,33.0,"It's somewhat helpful, but not fully satisfied.",0 days 00:00:00
9840,"Simpel",4,0,32.0,"It's simple and easy to use.",0 days 00:00:00
9847,"Terus-menerus login gagal, masalah dengan fitur verifikasi wajah.",1,0,32.0,"We're sorry for the inconvenience. Please try again and ensure your internet connection is stable. If issues persist, email us at BANKApp@BANK.co.id. Thanks~Una",0 days 15:30:00
9848,"Sulitnya login karena aplikasi tidak stabil.",1,0,32.0,"Kindly provide more details about the issue you're facing. If everything is fine, we appreciate a 5-star rating from you. Thanks~Shima",0 days 02:15:00
9849,"Gagal login karena koneksi internet tidak stabil.",2,0,32.0,"We apologize for the inconvenience. Ensure your internet connection is stable. If issues persist, email us at BANKApp@BANK.co.id. Thanks~Lena",0 days 09:45:00
9850,"Sulitnya menghubungi customer service.",2,0,33.0,"Sorry to hear that. Please try contacting our customer service again. If issues persist, email us at BANKApp@BANK.co.id. Thanks~Rida",0 days 13:10:00
9851,"Gagal login karena aplikasi tidak dapat diunduh.",0,0,32.0,"We apologize for the inconvenience. Please try again and ensure your internet connection is stable. If issues persist, email us at BANKApp@BANK.co.id. Thanks~Una",0 days 03:45:00
