,review,score,thumbsUpCount,reviewCreatedVersion,replyContent,timeToReply
9044,"Slow performance and frequent errors.",2,0,32.0,"We apologize for the inconvenience. Please try restarting the app and ensure your internet connection is stable.",0 days 10:24:00
9045,"Nice design, but functionality needs work.",2,0,33.0,"We appreciate your input. We will consider your feedback in our future updates.",0 days 13:11:00
9046,"Good, but sometimes it crashes.",2,0,33.0,"We apologize for the inconvenience. Please try restarting the app and ensure your device is updated.",0 days 19:19:00
9047,"Easy to use, but lacks some features.",1,0,33.0,"We appreciate your feedback. We will consider adding more features in our future updates.",0 days 21:12:00
9048,"Good, but sometimes it's slow.",2,0,32.0,"We apologize for the inconvenience. Please try restarting the app and ensure your internet connection is stable.",0 days 16:03:00
9049,"Error while accessing my account. Unable to view transaction history.",1,0,33.0,"Please check your account balance and transaction history via the latest version of BANKApp. If the issue persists, kindly report to BANKApp@BANK.co.id. Thanks, Asri",0 days 14:01:00
9050,"Trouble logging in. Keep getting an error message saying 'invalid password'.",1,0,33.0,"Ensure your password is correct and try again. If the issue persists, please report to BANKApp@BANK.co.id. Thanks, Heru",0 days 11:47:00
9051,"Frustrated with the app's slow loading speed. It takes forever to open.",2,0,33.0,"We apologize for the inconvenience. Please check your internet connection and try restarting the app. If the issue persists, kindly report to BANKApp@BANK.co.id. Thanks, Lily",0 days 05:22:00
9052,"Can't access my account settings. The app keeps saying 'invalid credentials'.",2,0,33.0,"Please ensure your login credentials are correct and try again. If the issue persists, please report to BANKApp@BANK.co.id. Thanks, Tika",0 days 16:22:00
9053,"Unsatisfied with the app's lack of features. Limited options for transactions.",3,0,33.0,"We appreciate your feedback. We're constantly improving our app to meet your needs. Please provide more details on the features you'd like to see, and we'll consider it. Thanks, Najwa",0 days 03:14:00
9054,"Error while transferring funds. The app says 'transaction failed'.",1,0,33.0,"Please try again or report the issue to BANKApp@BANK.co.id. We apologize for the inconvenience. Thanks, Bevi",0 days 02:49:00
9055,"Simplifying everyday transactions is crucial, but this app often fails to deliver.",2,0,32.0,"We appreciate your feedback. Please provide the details of your issue through WhatsApp at 0812 12 14017 or email at BANKApp@BANK.co.id. We'll investigate and help you resolve the issue. Thanks~Lily",0 days 03:01:00
9056,"I'm still having trouble depositing money using the app, it keeps crashing.",1,0,32.0,"Sorry to hear that. We'll look into it. Please share the details of the problem via WhatsApp at 0812 12 14017 or email at BANKApp@BANK.co.id. We'll help you resolve the issue. Thanks~Johan",0 days 01:11:00
9057,"This app is not user-friendly, it's hard to navigate.",3,0,32.0,"We appreciate your feedback. We'll make sure to improve the user experience. Please share your suggestions via WhatsApp at 0812 12 14017 or email at BANKApp@BANK.co.id. Thanks~Mawar",0 days 02:45:00
9058,"I'm having trouble verifying my signature, the process is too complicated.",2,0,33.0,"Sorry to hear that. We'll look into it. Please share the details of the problem via WhatsApp at 0812 12 14017 or email at BANKApp@BANK.co.id. We'll help you resolve the issue. Thanks~Priska",0 days 00:35:00
9059,"I'm still waiting for my account to be activated, it's been a week.",1,0,33.0,"Sorry to hear that. We'll look into it. Please share the details of the problem via WhatsApp at 0812 12 14017 or email at BANKApp@BANK.co.id. We'll help you resolve the issue. Thanks~Riyo",0 days 02:02:00
9060,"I'm having trouble finding the right option to reset my password.",3,0,32.0,"We appreciate your feedback. We'll make sure to improve the password reset process. Please share your suggestions via WhatsApp at 0812 12 14017 or email at BANKApp@BANK.co.id. Thanks~Belin",0 days 01:28:00
9061,"Sulit banget buat transaksi online, masa tunggu lama.",1,0,33.0,"We apologize for the inconvenience. Please try restarting the app and ensure your internet connection is stable. If the issue persists, please contact our customer support at 08121214017. Thanks~Dewi",0 days 00:45:00
9062,"Saya tidak suka dengan aplikasi ini karena aplikasi lain lebih baik.",2,0,33.0,"We appreciate your feedback. We're constantly improving our app to provide better services. If you have any suggestions, please email us at BANKApp@BANK.co.id. Thanks~Roni",0 days 01:28:00
9063,"Banyak kesulitan saat menggunakan aplikasi ini, tidak stabil dan sering error.",2,0,33.0,"We apologize for the inconvenience. Please ensure your internet connection is stable and try restarting the app. If the issue persists, please contact our customer support at 08121214017. Thanks~Fajar",0 days 02:11:00
9064,"Saya tidak puas dengan aplikasi ini, banyak bug dan error.",1,0,33.0,"We apologize for the inconvenience. We're working hard to fix the issues. If you have any suggestions, please email us at BANKApp@BANK.co.id. Thanks~Ari",0 days 02:54:00
9065,"Saya tidak suka dengan aplikasi ini karena sulit digunakan.",1,0,33.0,"We appreciate your feedback. We're constantly improving our app to provide better services. If you have any suggestions, please email us at BANKApp@BANK.co.id. Thanks~Sinta",0 days 03:37:00
9066,"Banyak kesulitan saat menggunakan aplikasi ini, tidak stabil dan sering error.",2,0,33.0,"We apologize for the inconvenience. Please ensure your internet connection is stable and try restarting the app. If the issue persists, please contact our customer support at 08121214017. Thanks~Budi",0 days 04:20:00
9067,"Not satisfied with the customer service.",1,0,33.0,"We're sorry to hear that. Please provide details of your experience at BANKApp@BANK.co.id. Thanks~Lily",0 days 02:12:00
9068,"Confusing registration process.",2,0,32.0,"Thanks for the feedback. We'll make sure to improve the registration process. If you have any issues, please contact us at BANKApp@BANK.co.id. Thanks~Una",0 days 03:41:00
9069,"Need more features to make it more user-friendly.",2,0,33.0,"We appreciate your suggestion. We'll consider adding more features to make our app more user-friendly. If you have any ideas, please share them with us at BANKApp@BANK.co.id. Thanks~Shima",0 days 01:15:00
9070,"Too many errors during login.",1,0,32.0,"Sorry to hear that. Please try restarting your device and login again. If the issue persists, please contact us at BANKApp@BANK.co.id. Thanks~Belin",0 days 04:32:00
9071,"Slow loading time.",2,0,33.0,"We're working to improve the loading time. In the meantime, please try closing other apps and try again. If the issue persists, please contact us at BANKApp@BANK.co.id. Thanks~Yuka",0 days 02:54:00
9072,"Difficulty in finding specific features.",1,0,32.0,"Sorry to hear that. We'll make sure to improve the navigation and feature accessibility. If you have any specific feedback, please share it with us at BANKApp@BANK.co.id. Thanks~Mia",0 days 03:22:00
9073,"Simpler and more user-friendly interface needed",1,0,33.0,"We appreciate your feedback. If you're experiencing any issues, kindly share the details with us at BANKApp@BANK.co.id. Thanks, Erza",0 days 12:00:00
9074,"Slow loading time and frequent errors",2,0,33.0,"Sorry for the inconvenience. Please ensure your internet connection is stable and try restarting the app. If the issue persists, email us at BANKApp@BANK.co.id. Thanks, Sora",0 days 10:30:00
9075,"Limited features and functionality",3,0,33.0,"We appreciate your feedback. We're constantly working to improve the app. If you have any specific feature requests, kindly share them with us at BANKApp@BANK.co.id. Thanks, Una",0 days 14:45:00
9076,"Difficult to navigate and find what I need",1,0,33.0,"Sorry for the inconvenience. We're working to improve the app's user interface. If you have any specific suggestions, please email us at BANKApp@BANK.co.id. Thanks, Johan",0 days 08:15:00
9077,"Error messages are unclear and confusing",2,0,33.0,"Sorry for the frustration. We're working to improve the error messages. If you encounter any issues, kindly share the details with us at BANKApp@BANK.co.id. Thanks, Lily",0 days 16:30:00
9078,"Limited language support",3,0,33.0,"We appreciate your feedback. We're working to expand our language support. If you have any specific language requests, kindly share them with us at BANKApp@BANK.co.id. Thanks, Rida",0 days 18:45:00
9079,"Tidak puas dengan aplikasi ini karena beberapa fitur tidak stabil",2,0,33.0,"We apologize for the inconvenience. Please try restarting the app and check if the issue persists. If not, kindly email us at BANKApp@BANK.co.id. Thanks, Lena",0 days 00:10:00
9080,"Aplikasi ini masih banyak bug dan memakan waktu lama untuk loading",1,0,32.0,"Sorry to hear that. We're working to improve the app's performance. For further assistance, please email us at BANKApp@BANK.co.id. Thanks, Arum",0 days 01:45:00
9081,"Saya masih memiliki beberapa masalah dengan aplikasi ini, seperti keterlambatan loading dan bug",2,0,33.0,"We appreciate your feedback. For further assistance, please provide the details of the issue through BANK's official WhatsApp at 08121214017 or email us at BANKApp@BANK.co.id. Thanks, Tika",0 days 14:21:00
9082,"Aplikasi ini sulit digunakan karena beberapa fitur tidak jelas",1,0,32.0,"Sorry to hear that. We're working to improve the app's user interface. For further assistance, please email us at BANKApp@BANK.co.id. Thanks, Galih",0 days 10:35:00
9083,"Saya tidak puas dengan aplikasi ini karena beberapa fitur tidak berfungsi",2,0,33.0,"We apologize for the inconvenience. Please try restarting the app and check if the issue persists. If not, kindly email us at BANKApp@BANK.co.id. Thanks, Una",0 days 01:12:00
9084,"Aplikasi ini memakan waktu lama untuk loading dan beberapa fitur tidak stabil",1,0,32.0,"Sorry to hear that. We're working to improve the app's performance. For further assistance, please email us at BANKApp@BANK.co.id. Thanks, Heru",0 days 14:42:00
9085,"Slow loading times and frequent crashes make it frustrating to use the app.",1,0,33.0,"We apologize for the inconvenience. Please try restarting the app and check for updates. If the issue persists, kindly contact our support team at BANKApp@BANK.co.id.",0 days 02:15:00
9086,"The app's user interface is confusing and takes time to navigate.",2,0,32.0,"We appreciate your feedback. We're constantly working to improve the app's user experience. In the meantime, you can try using the tutorial feature to get familiar with the app's layout.",0 days 14:30:00
9087,"The app's login feature is slow and sometimes fails.",1,0,33.0,"Sorry for the trouble. Please ensure you're using the correct login credentials and check your internet connection. If the issue persists, please contact our support team at BANKApp@BANK.co.id.",0 days 01:12:00
9088,"The app's transaction history feature is not very user-friendly.",2,0,32.0,"We appreciate your feedback. We're working on improving the transaction history feature to make it more user-friendly. In the meantime, you can try using the search function to find specific transactions.",0 days 03:45:00
9089,"The app's notification feature is not very effective.",1,0,33.0,"Sorry for the inconvenience. Please ensure you've enabled notifications in the app's settings and check your notification preferences. If the issue persists, please contact our support team at BANKApp@BANK.co.id.",0 days 16:30:00
9090,"The app's customer support is not very responsive.",2,0,32.0,"We apologize for any inconvenience caused. Our support team is working to improve response times. In the meantime, you can try contacting us through our social media channels or email at BANKApp@BANK.co.id.",0 days 02:45:00
9091,"It's quite difficult to use the app.",1,0,33.0,"Please ensure your internet connection is stable and try again. If the issue persists, kindly contact our customer service.",0 days 00:00:00
9092,"The app is okay, but it needs improvement.",2,0,33.0,"We're working hard to improve our app. Your feedback is appreciated. Please try again later.",0 days 00:00:00
9093,"I'm not satisfied with the app's performance.",2,0,33.0,"We apologize for the inconvenience. Please try restarting the app and checking your internet connection.",0 days 00:00:00
9094,"The app is decent, but sometimes it freezes.",1,0,33.0,"We're sorry to hear that. Please try closing and reopening the app. If the issue persists, contact our customer service.",0 days 00:00:00
9095,"It's okay, but I have some issues with the voice recording.",2,0,33.0,"We apologize for the trouble. Please try restarting the app and checking your device's audio settings.",0 days 00:00:00
9096,"The app is good, but it's not perfect.",2,0,33.0,"We appreciate your feedback. We're working hard to improve our app. Please try again later.",0 days 00:00:00
9103,"Sulit mencoba menggunakan aplikasi ini karena tidak dapat menemukan fitur yang sesuai.",1,0,33.0,"We apologize for the inconvenience. Please try again and we will assist you further.",0 days 14:20:00
9104,"Aplikasi ini masih banyak bug dan error, sangat mengganggu penggunaan.",2,0,33.0,"We are sorry to hear that. Our team is working to resolve the issue. Please try again soon.",0 days 10:15:00
9105,"Saya suka aplikasi ini, tapi kadang-kadang ada beberapa fitur yang tidak berfungsi.",2,0,33.0,"Thank you for your feedback. We are working to improve our features. Please let us know if you encounter any issues.",0 days 12:30:00
9106,"Aplikasi ini memang bagus, tapi customer service kurang baik.",3,0,33.0,"We appreciate your feedback. We are working to improve our customer service. Please contact us if you have any issues.",0 days 16:00:00
9107,"Saya tidak puas dengan aplikasi ini karena tidak dapat menemukan fitur yang sesuai.",1,0,33.0,"We apologize for the inconvenience. Please try again and we will assist you further.",0 days 14:45:00
9108,"Aplikasi ini memang bagus, tapi kadang-kadang ada beberapa bug yang mengganggu penggunaan.",2,0,33.0,"Thank you for your feedback. We are working to resolve the issue. Please try again soon.",0 days 11:30:00
9109,"Disappointed with the limited transaction options, can't even do a simple transfer.",1,0,33.0,"Sorry for the inconvenience. Please check your account balance and try again. - Uswah",0 days 02:00
9110,"Slow and unreliable, can't rely on it for urgent transactions.",2,0,32.0,"We apologize for the issues. Please ensure you're using the latest app version and try again. - Belin",0 days 09:00
9111,"Need more features to make it user-friendly, this is too basic.",2,0,33.0,"We appreciate your feedback. We'll consider adding more features in the future. - Rida",0 days 14:00
9112,"Error messages are confusing, can't figure out what's wrong.",1,0,32.0,"Sorry for the frustration. Please try restarting the app and checking your account balance. - Una",0 days 10:00
9113,"Not impressed with the customer support, took too long to resolve issue.",2,0,33.0,"We apologize for the delay. Please report any issues to our official WhatsApp or email. - Banu",0 days 16:00
9114,"Not enough information provided, hard to understand what's going on.",1,0,32.0,"We'll try to provide more detailed instructions in the future. Thank you for your feedback. - Mahwar",0 days 12:00
9115,"Sulit untuk menemukan fitur-fitur yang saya butuhkan di aplikasi ini. Waktu loadingnya juga agak lama.",1,0,32.0,"Kami akan perbaiki fitur-fitur yang kurang memuaskan. Terima kasih atas feedback Anda.",0 days 05:14:00
9116,"Aplikasi ini memang bagus, tapi saya masih menemui beberapa masalah saat menggunakan. Harus di perbaiki.",1,0,33.0,"Kami akan perbaiki masalah yang Anda temui. Terima kasih atas feedback Anda.",0 days 02:33:00
9117,"Saya tidak tahu kenapa aplikasi ini tidak dapat di download di HP saya. Harus di coba lagi.",1,0,32.0,"Kami akan perbaiki masalah download. Terima kasih atas feedback Anda.",0 days 14:42:00
9118,"Aplikasi ini kurang efektif untuk saya karena tidak memiliki fitur-fitur yang saya butuhkan.",2,0,33.0,"Kami akan perbaiki fitur-fitur yang kurang memuaskan. Terima kasih atas feedback Anda.",0 days 12:19:00
9119,"Saya tidak puas dengan aplikasi ini karena tidak dapat mengakses beberapa fitur-fitur.",2,0,33.0,"Kami akan perbaiki masalah akses. Terima kasih atas feedback Anda.",0 days 05:19:00
9120,"Aplikasi ini kurang memuaskan karena tidak memiliki fitur-fitur yang saya butuhkan. Harus di perbaiki.",2,0,33.0,"Kami akan perbaiki fitur-fitur yang kurang memuaskan. Terima kasih atas feedback Anda.",0 days 04:13:00
9121,"This app is not user-friendly, and I'm stuck with this issue.",1,0,29.0,"We apologize for the inconvenience. Please provide the issue details via WhatsApp at 08121214017 or email at BANKApp@BANK.co.id. If everything is fine, we appreciate a 5-star rating from your BANK friend. Thanks, Lily",0 days 15:20:00
9122,"The UI is confusing, and I can't figure out how to use it.",2,0,32.0,"We regret any confusion caused. Please ensure you've checked the user manual and tutorial videos. If the issue persists, kindly send a detailed message to BANKApp@BANK.co.id or via WhatsApp at 08121214017. If everything is fine, we appreciate a 5-star rating from your BANK friend. Thanks, Rida",0 days 10:35:00
9123,"The app is slow, and it takes a long time to load.",3,0,33.0,"We apologize for any inconvenience caused. Please ensure you have a stable internet connection and check your device's storage space. If the issue persists, kindly send a detailed message to BANKApp@BANK.co.id or via WhatsApp at 08121214017. If everything is fine, we appreciate a 5-star rating from your BANK friend. Thanks, Una",0 days 12:10:00
9124,"I'm having trouble logging in, and it keeps asking for a password reset.",1,0,33.0,"We regret any inconvenience caused. Please ensure you've entered your login credentials correctly. If the issue persists, kindly send a detailed message to BANKApp@BANK.co.id or via WhatsApp at 08121214017. If everything is fine, we appreciate a 5-star rating from your BANK friend. Thanks, Arum",0 days 02:05:00
9125,"The app is not compatible with my device, and I can't install it.",2,0,33.0,"We apologize for the inconvenience. Please ensure your device meets the minimum system requirements. If the issue persists, kindly send a detailed message to BANKApp@BANK.co.id or via WhatsApp at 08121214017. If everything is fine, we appreciate a 5-star rating from your BANK friend. Thanks, Sora",0 days 01:00:00
9126,"I'm having trouble making transactions, and it keeps saying 'transaction failed'.",3,0,33.0,"We regret any inconvenience caused. Please ensure your account balance is sufficient and check your transaction history. If the issue persists, kindly send a detailed message to BANKApp@BANK.co.id or via WhatsApp at 08121214017. If everything is fine, we appreciate a 5-star rating from your BANK friend. Thanks, Belin",0 days 14:30:00
9127,"It's not user-friendly for me, hard to navigate.",1,0,33.0,"Thank you for reaching out to us. We will look into this issue and try to improve the user experience. ~Diva",0 days 11:32:00
9128,"Need more features for international transactions.",2,0,33.0,"We appreciate your feedback and will consider adding more features for international transactions in future updates. Thanks ~Lily",0 days 03:49:00
9129,"Error when trying to add funds.",2,0,33.0,"Sorry to hear that you're experiencing an error. Please try restarting the app or contacting our support team for further assistance. Thanks ~Riyo",0 days 15:01:00
9130,"Slow loading speed on my old phone.",1,0,33.0,"We apologize for the inconvenience. We'll look into optimizing the app for older devices. Thanks ~Mawar",0 days 09:35:00
9131,"Can't find the transfer history.",2,0,33.0,"We're sorry for the trouble. Please check your settings or contact our support team for help with retrieving your transfer history. Thanks ~Tika",0 days 12:15:00
9132,"Difficulty in logging in with my email.",1,0,33.0,"We apologize for the issue. Please try resetting your password or contacting our support team for assistance. Thanks ~Erza",0 days 04:52:00
9133,"Simplifying transactions is not easy, though.",3,0,30.0,"We apologize for the inconvenience. If you're still experiencing issues, please provide more details through WhatsApp at 08121214017 or email at BANKApp@BANK.co.id.",0 days 04:12:00
9134,"Transaction history is not properly displayed.",2,0,33.0,"For further assistance, kindly send the specifics of your issue to BANKApp@BANK.co.id.",0 days 10:22:00
9135,"I'm frustrated with the slow performance.",1,0,11.0,"Please try restarting the app and see if it resolves the issue. If not, kindly contact us at BANKApp@BANK.co.id.",0 days 02:41:00
9136,"Can't transfer funds to other accounts.",1,0,36.0,"Please verify the recipient's account number and try again. If the issue persists, please email us at BANKApp@BANK.co.id.",0 days 14:55:00
9137,"The app frequently crashes.",2,0,33.0,"Sorry for the inconvenience. Please try uninstalling and reinstalling the app. If the issue persists, kindly contact us at BANKApp@BANK.co.id.",0 days 08:10:00
9138,"Difficult to find the nearest ATM.",2,0,30.0,"Please check the BANK's website for a list of nearby ATMs. If you're still having trouble, kindly email us at BANKApp@BANK.co.id.",0 days 12:31:00
9145,"Slowly but surely, I'm getting frustrated with this app. It's just not user-friendly.",1,0,32.0,"Please make it easier to use.",0 days 02:11:00
9146,"This app is still not reliable. I've had issues with transferring money.",2,0,33.0,"Can you please fix the bugs?",0 days 15:02:00
9147,"I'm disappointed with the customer service. It took forever to get help.",2,0,33.0,"Respond faster, please.",0 days 08:35:00
9148,"I'm having trouble with the video upload feature. It's really frustrating.",1,0,32.0,"Fix the video upload issue.",0 days 20:42:00
9149,"I'm not happy with the app's performance. It's slow and unresponsive.",3,0,33.0,"Improve the app's performance.",0 days 13:51:00
9150,"I'm having trouble with the password reset feature. It's not working.",2,0,33.0,"Fix the password reset issue.",0 days 03:15:00
9151,"\The app's login process is slow and often times out.\",1,0,33.0,"Please try again periodically, ensuring a stable internet connection. If everything is fine, we would appreciate a 5-star rating. Thanks~Tika",0 days 09:45:00
9152,"\It's not easy to add new users to the app. It's a bit tedious\",2,0,32.0,"We apologize for the inconvenience. Please email the issue details to BANKApp@BANK.co.id. If everything is fine, we would appreciate a 5-star rating from you. Thanks~Riyo",0 days 02:50:00
9153,"\The app's cash withdrawal feature is not reliable. Sometimes it takes a long time\",1,0,33.0,"Hello Friend BANK, we apologize for any issues you've encountered. Please try again periodically, ensuring a stable internet connection. If everything is fine, we would appreciate a 5-star rating from you. Thanks~Uswah",0 days 15:20:00
9154,"\The app's video recording feature is not working properly.\",2,0,32.0,"We apologize for the inconvenience. Please ensure the video quality is optimal: avoid excessive backlight, don't face the light, avoid dimness, and ensure no additional faces or obstructions are present. If everything is fine, we would appreciate a 5-star rating from you. Thanks~Dio",0 days 10:10:00
9155,"\It's frustrating to encounter frequent error codes when using the app\",2,0,33.0,"Hello Friend BANK, we apologize for any issues you've encountered. Please report the failure by sending an image via WhatsApp at 08121214017 or by emailing BANKApp@BANK.co.id. If everything is fine, we would appreciate a 5-star rating from you. Thanks~Tika",0 days 08:20:00
9156,"\The app's registration process is lengthy and requires too much information\",1,0,33.0,"We apologize for the inconvenience. Please try again periodically, ensuring a stable internet connection. If everything is fine, we would appreciate a 5-star rating from you. Thanks~Bevi",0 days 12:40:00
9157,"Satisfactory experience, but not impressive.",1,0,32.0,"Please ensure the BANKApp app is updated to the latest version. If issues persist, kindly contact us at BANKApp@BANK.co.id. Thanks, Yuka",0 days 02:15:00
9158,"It's okay, but there's room for improvement.",1,0,33.0,"We appreciate your feedback. If you experience any issues, please send a screenshot to BANKApp@BANK.co.id. Thanks, Arum",0 days 12:45:00
9159,"The app is decent, but sometimes it gets stuck.",2,0,32.0,"Hello Friend BANK, we apologize for the inconvenience. Please ensure your internet connection is stable and try restarting the app. If issues persist, kindly email the problem details to BANKApp@BANK.co.id. Thanks, Bevi",0 days 14:10:00
9160,"The app is good, but the menu is a bit confusing.",2,0,33.0,"We appreciate your feedback. For further assistance, please contact us at 08121214017 or email BANKApp@BANK.co.id. Thanks, Una",0 days 09:35:00
9161,"It's an okay app, but I'm still experiencing some issues.",1,0,32.0,"Please ensure the BANKApp app is updated to the latest version. If issues persist, kindly contact us at BANKApp@BANK.co.id. Thanks, Mawar",0 days 05:20:00
9162,"The app is decent, but I'm not satisfied with the customer service.",2,0,33.0,"We apologize for any inconvenience. Please contact us at 08121214017 or email BANKApp@BANK.co.id for further assistance. Thanks, Tika",0 days 03:50:00
9163,"Simplifying transactions is still a challenge, sometimes it takes a while to load.",1,0,32.0,"We apologize for the inconvenience. If you're experiencing slow loading times, please try restarting the app or clearing your cache. If the issue persists, please contact our customer support team.",0 days 12:00:00
9164,"Some features are not available in my region, it's frustrating.",2,0,32.0,"Thank you for bringing this to our attention. We're sorry to hear that some features are not available in your region. We're working to improve our coverage and will notify you when new features are available.",0 days 10:45:00
9165,"I had to restart the app several times to get it to work properly.",2,0,33.0,"Sorry to hear that you're experiencing issues with the app. We're working to improve our app's stability. If you continue to experience issues, please contact our customer support team.",0 days 15:20:00
9166,"I like the app, but sometimes it's slow to respond.",1,0,32.0,"Thank you for your feedback! We're sorry to hear that the app is slow to respond sometimes. We're working to improve our app's performance. If you continue to experience slow response times, please contact our customer support team.",0 days 11:30:00
9167,"The app doesn't allow me to customize my settings enough.",2,0,33.0,"Thank you for your feedback. We're sorry to hear that you're not satisfied with the customization options. We're working to improve our app's settings and will notify you when new options are available.",0 days 14:00:00
9168,"I had to contact customer support several times to resolve an issue.",2,0,32.0,"Sorry to hear that you had to contact our customer support team several times. We're working to improve our support process and will notify you when new features are available to help you resolve issues more efficiently.",0 days 13:15:00
9169,"Saya masih kesulitan untuk menyelesaikan masalah dengan aplikasi ini, banyak masalah yang muncul dan tidak dapat diselesaikan",1,0,33.0,"We apologize for the inconvenience. Please provide more details about the issue and we will help you resolve it. Thanks~Lily",0 days 12:34:00
9170,"Tidak terlalu baik, masih banyak fitur yang tidak tersedia",2,0,33.0,"Thank you for your feedback. We are working to improve the app. If you have any suggestions, please let us know. Thanks~Priska",0 days 13:45:00
9171,"Saya tidak puas dengan aplikasi ini, masih banyak bug yang tidak teratasi",2,0,33.0,"We apologize for the inconvenience. Please provide more details about the issue and we will help you resolve it. Thanks~Galih",0 days 15:21:00
9172,"Aplikasi ini masih memerlukan beberapa fitur tambahan untuk menjadi lebih baik",1,0,33.0,"Thank you for your feedback. We are working to improve the app. If you have any suggestions, please let us know. Thanks~Asri",0 days 14:07:00
9173,"Saya tidak dapat menggunakan aplikasi ini karena terlalu banyak bug",1,0,33.0,"We apologize for the inconvenience. Please provide more details about the issue and we will help you resolve it. Thanks~Mia",0 days 12:19:00
9174,"Aplikasi ini perlu lebih banyak fitur dan perbaikan bug",2,0,33.0,"Thank you for your feedback. We are working to improve the app. If you have any suggestions, please let us know. Thanks~Oscar",0 days 15:35:00
9181,"Terlalu banyak error yang muncul ketika saya mencoba menggunakan aplikasi ini.",1,0,33.0,"Saya tidak puas dengan aplikasi ini karena seringkali error yang muncul.",0 days 00:00:00
9182,"Saya tidak dapat melakukan transfer uang karena aplikasi ini tidak dapat terhubung dengan internet.",2,0,32.0,"Saya pernah mengalami kesulitan dengan aplikasi ini karena tidak dapat terhubung dengan internet.",0 days 00:00:00
9183,"Aplikasi ini tidak dapat menampilkan saldo saya dengan benar.",3,0,33.0,"Saya pernah mengalami masalah dengan aplikasi ini karena tidak dapat menampilkan saldo saya dengan benar.",0 days 00:00:00
9184,"Saya tidak dapat melakukan pengiriman uang karena aplikasi ini tidak dapat terhubung dengan sistem bank saya.",1,0,32.0,"Saya pernah mengalami kesulitan dengan aplikasi ini karena tidak dapat terhubung dengan sistem bank saya.",0 days 00:00:00
9185,"Aplikasi ini tidak dapat menampilkan daftar transaksi saya dengan benar.",2,0,33.0,"Saya pernah mengalami masalah dengan aplikasi ini karena tidak dapat menampilkan daftar transaksi saya dengan benar.",0 days 00:00:00
9186,"Saya tidak dapat melakukan penarikan uang karena aplikasi ini tidak dapat terhubung dengan ATM saya.",3,0,32.0,"Saya pernah mengalami masalah dengan aplikasi ini karena tidak dapat terhubung dengan ATM saya.",0 days 00:00:00
9187,"Slow performance and frequent crashes, making it difficult to use.",1,0,33.0,"We're sorry for the inconvenience. Please ensure your device meets the minimum system requirements and try restarting the app. If the issue persists, please email us at BANKApp@BANK.co.id.",0 days 00:25:00
9188,"Difficult to navigate and not user-friendly.",1,0,33.0,"We apologize for the experience. We're working on improving the app's UI to make it more intuitive. For now, you can try our online tutorial for more information.",0 days 02:10:00
9189,"Lack of features and limited functionality.",2,0,32.0,"We're constantly updating the app with new features. In the meantime, you can try our mobile banking website for more services.",0 days 11:45:00
9190,"Frequent errors and glitches.",2,0,33.0,"We're sorry for the issues. Please ensure you're running the latest version of the app and try restarting your device. If the problem persists, please email us at BANKApp@BANK.co.id.",0 days 03:20:00
9191,"Slow loading times and poor performance.",3,0,32.0,"We're working on optimizing the app's performance. In the meantime, you can try closing other resource-intensive apps to free up memory.",0 days 01:05:00
9192,"Limited access to account information.",3,0,33.0,"We're sorry for the inconvenience. We're working on expanding the app's features to provide more account information. Please check our social media for updates.",0 days 14:30:00
9193,"Not user-friendly, too many steps to complete a transaction.",1,0,33.0,"Please simplify the process. It's too complicated.~Lena",0 days 03:15:00
9194,"Sometimes the app crashes and I lose my transaction history.",2,0,32.0,"Try to fix the app stability issue. It's frustrating when I lose my records.~Riyo",0 days 05:42:00
9195,"It's not easy to find the features I need, the menu is confusing.",3,0,33.0,"Make the menu more intuitive. It's hard to navigate.~Oscar",0 days 06:25:00
9196,"I don't like the design, it's not visually appealing.",1,0,32.0,"Change the design to make it more modern and user-friendly.~Diva",0 days 02:10:00
9197,"The app doesn't support all of my device's features.",2,0,33.0,"Make sure the app is compatible with all devices. It's inconvenient when it doesn't work on mine.~Lily",0 days 04:50:00
9198,"It's slow to load and sometimes takes a long time to complete transactions.",3,0,32.0,"Optimize the app's performance. It's frustrating when it takes too long to load.~Shima",0 days 06:35:00
9199,"A bit confusing to navigate, but still usable",2,0,32.0,"We appreciate your feedback. Please try out other features that simplify transactions. Thanks, Tika",0 days 12:03:00
9200,"Good, but needs some improvements",1,0,33.0,"Thanks for the feedback. We'll consider your suggestions to enhance the app. Thanks, Heru",0 days 08:49:00
9201,"It's okay, but could be better",3,0,32.0,"We appreciate your honest feedback. Keep using the app and let us know if you need any assistance. Thanks, Una",0 days 00:07:00
9202,"Not bad, but some issues with login",2,0,33.0,"Sorry to hear that. Please try restarting the app or contacting our support team for assistance. Thanks, Lily",0 days 21:27:00
9203,"Decent, but needs some work",1,0,32.0,"We appreciate your feedback. We'll consider your suggestions to improve the app. Thanks, Arum",0 days 17:57:00
9204,"It's alright, but could use some tweaks",3,0,33.0,"Thanks for the feedback. We'll look into making some adjustments to enhance the user experience. Thanks, Mawar",0 days 11:44:00
9205,"User-friendly but slow",1,0,32.0,"We appreciate your feedback. Please ensure you have the latest version of BANKApp installed. If issues persist, please report them through WhatsApp at 08121214017 or Email at BANKApp@BANK.co.id.",0 days 00:00:00
9206,"Simplifying transactions is the goal, but it's not there yet",2,0,33.0,"We appreciate your feedback. We're working to improve the user experience. Please keep enhancing your banking experience with the BANKApp app. Thanks, Shima.",0 days 00:00:00
